Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Spreadsheet,duarion,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: duration,Manipulation: Spreadsheet,Manipulation: duarion
1,1722336872986,30/07/2024 10:54:32,1722340472986,1,30/07/2024 12:54:32,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1722336882319,30/07/2024 10:54:42,1722340482319,1,30/07/2024 12:54:42,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Instruction,Screen 1,8wzu54,1,continue,,9370.000000095368,9366.800000000001,9370.000000095368,9370.000000095368,9366.800000000001,9370.000000095368,1,9370.000000095368,0,0,,Click To Continue,Continue Button,2,object-96,Instruction,,,
3,1722336883754,30/07/2024 10:54:43,1722340483754,1,30/07/2024 12:54:43,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Fixation,Screen 1,s2knah,1,continue,,1438.7000000953667,1434.0999999999985,1438.7000000953667,1438.7000000953667,1434.0999999999985,1438.7000000953667,1,1438.7000000953667,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1722336883758,30/07/2024 10:54:43,1722340483758,1,30/07/2024 12:54:43,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Fixation,Screen 1,s2knah,1,continue,,1442.7000000953667,1434.0999999999985,1442.7000000953667,1442.7000000953667,1434.0999999999985,1442.7000000953667,1,1442.7000000953667,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1722336885817,30/07/2024 10:54:45,1722340485817,1,30/07/2024 12:54:45,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Fixation,Screen 2,61clbh,2,continue,,2066.7000000000007,2066.7000000000007,2066.7000000000007,2066.7000000000007,2066.7000000000007,2066.7000000000007,1,2066.7000000000007,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1722336888305,30/07/2024 10:54:48,1722340488305,1,30/07/2024 12:54:48,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Task,Stimuli,f9t134,1,timedOut,,2489.600000023842,2483.5,2489.600000023842,2489.600000023842,2483.5,2489.600000023842,1,2489.600000023842,0,0,,Time Limit,screen,0,screen,Task,2479,,
7,1722336900804,30/07/2024 10:55:00,1722340500804,1,30/07/2024 12:55:00,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Task,Response,6e9b15,2,response,1500,10600.2,12500.599999999999,12504.5,10600.2,12500.599999999999,12504.5,1,10600.2,1904.2999999999993,0,,Single Number Entry,Single Number Entry,1,object-79,Task,2479,,
8,1722336907218,30/07/2024 10:55:07,1722340507218,1,30/07/2024 12:55:07,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,End,Screen 1,kny8tx,1,continue,,6415.900000000009,6399.700000000004,6415.900000000009,6415.900000000009,6399.700000000004,6415.900000000009,1,6415.900000000009,0,0,,Click To Continue,Continue Button,2,object-100,End,,,
9,1722336907224,30/07/2024 10:55:07,1722340507224,1,30/07/2024 12:55:07,184566,2,task-ocn9,,39275367,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
1,1722337030336,30/07/2024 10:57:10,1722340630336,1,30/07/2024 12:57:10,184566,2,task-ocn9,,39275482,BLIND,11517994,,complete,,66a8c6ba49e5966505fad95c,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x953,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1722337033761,30/07/2024 10:57:13,1722340633761,1,30/07/2024 12:57:13,184566,2,task-ocn9,,39275482,BLIND,11517994,,complete,,66a8c6ba49e5966505fad95c,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x953,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Instruction,Screen 1,8wzu54,1,continue,,3441.300000011921,3433.5,3441.300000011921,3441.300000011921,3433.5,3441.300000011921,1,3441.300000011921,0,0,,Click To Continue,Continue Button,2,object-96,Instruction,,,
3,1722337035542,30/07/2024 10:57:15,1722340635542,1,30/07/2024 12:57:15,184566,2,task-ocn9,,39275482,BLIND,11517994,,complete,,66a8c6ba49e5966505fad95c,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x953,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Fixation,Screen 1,s2knah,1,continue,,1788.9000000357628,1783.5,1788.9000000357628,1788.9000000357628,1783.5,1788.9000000357628,1,1788.9000000357628,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1722337035542,30/07/2024 10:57:15,1722340635542,1,30/07/2024 12:57:15,184566,2,task-ocn9,,39275482,BLIND,11517994,,complete,,66a8c6ba49e5966505fad95c,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x953,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Fixation,Screen 1,s2knah,1,continue,,1789.1000000238419,1783.5,1789.1000000238419,1789.1000000238419,1783.5,1789.1000000238419,1,1789.1000000238419,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1722337037603,30/07/2024 10:57:17,1722340637603,1,30/07/2024 12:57:17,184566,2,task-ocn9,,39275482,BLIND,11517994,,complete,,66a8c6ba49e5966505fad95c,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x953,,,0,Fixation+Visual,3,2479ms,,,,visual,,2479ms,,2479ms,1,Fixation,Screen 2,61clbh,2,continue,,2066.7999999999993,2066.7999999999993,2066.7999999999993,2066.7999999999993,2066.7999999999993,2066.7999999999993,1,2066.7999999999993,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
