Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Spreadsheet,duarion,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: duration,Manipulation: Spreadsheet,Manipulation: duarion
1,1722336572018,30/07/2024 10:49:32,1722340172018,1,30/07/2024 12:49:32,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1722336583374,30/07/2024 10:49:43,1722340183374,1,30/07/2024 12:49:43,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Instructions,Screen 1,3u35xa,1,continue,,11383.428000000002,11364.628,11383.428000000002,11383.428000000002,11364.628,11383.428000000002,1,11383.428000000002,0,0,,Click To Continue,Continue Button,2,object-101,Instructions,,,
3,1722336584562,30/07/2024 10:49:44,1722340184562,1,30/07/2024 12:49:44,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Fixation,Screen 1,s2knah,1,continue,,1214.0000000001855,1198,1214.0000000001855,1214.0000000001855,1198,1214.0000000001855,1,1214.0000000001855,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1722336584563,30/07/2024 10:49:44,1722340184563,1,30/07/2024 12:49:44,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Fixation,Screen 1,s2knah,1,continue,,1214.800000000001,1198,1214.800000000001,1214.800000000001,1198,1214.800000000001,1,1214.800000000001,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1722336586613,30/07/2024 10:49:46,1722340186613,1,30/07/2024 12:49:46,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Fixation,Screen 2,61clbh,2,continue,,2066.2000000000007,2066.2000000000007,2066.2000000000007,2066.2000000000007,2066.2000000000007,2066.2000000000007,1,2066.2000000000007,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1722336586627,30/07/2024 10:49:46,1722340186627,1,30/07/2024 12:49:46,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Task,Stimuli,f9t134,1,info,audio started,14.900000000743603,0,14.900000000743603,14.900000000743603,0,14.900000000743603,1,14.900000000743603,0,0,,Audio Clip,Audio Clip,1,object-93,Task,3107,,
7,1722336589734,30/07/2024 10:49:49,1722340189734,1,30/07/2024 12:49:49,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Task,Stimuli,f9t134,1,timedOut,,3112.2000000005573,3099.699999999997,3112.2000000005573,3112.2000000005573,3099.699999999997,3112.2000000005573,1,3112.2000000005573,0,0,,Time Limit,screen,0,screen,Task,3107,,
8,1722336606241,30/07/2024 10:50:06,1722340206241,1,30/07/2024 12:50:06,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Task,Response,6e9b15,2,response,1200,13698.200000000004,16498,16515,13698.200000000004,16498,16515,1,13698.200000000004,2816.7999999999956,0,,Single Number Entry,Single Number Entry,1,object-79,Task,3107,,
9,1722336611483,30/07/2024 10:50:11,1722340211483,1,30/07/2024 12:50:11,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,End,Screen 1,rw9j8x,1,continue,,5264.600000000188,5249.200000000004,5264.600000000188,5264.600000000188,5249.200000000004,5264.600000000188,1,5264.600000000188,0,0,,Click To Continue,Continue Button,2,object-97,End,,,
10,1722336611499,30/07/2024 10:50:11,1722340211499,1,30/07/2024 12:50:11,184566,2,task-gofs,,39275170,BLIND,11517919,,complete,,66a8c4c2d68500fe90b29d09,computer,Desktop or Laptop,Windows 10,Edge 127.0.0.0,1280x720,1272x596,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
1,1722336632507,30/07/2024 10:50:32,1722340232507,1,30/07/2024 12:50:32,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1722336640469,30/07/2024 10:50:40,1722340240469,1,30/07/2024 12:50:40,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Instructions,Screen 1,3u35xa,1,continue,,7996.348000190735,7983.148,7996.348000190735,7996.348000190735,7983.148,7996.348000190735,1,7996.348000190735,0,0,,Click To Continue,Continue Button,2,object-101,Instructions,,,
3,1722336642414,30/07/2024 10:50:42,1722340242414,1,30/07/2024 12:50:42,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Fixation,Screen 1,s2knah,1,continue,,1959.300000095367,1950.1000000000004,1959.300000095367,1959.300000095367,1950.1000000000004,1959.300000095367,1,1959.300000095367,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1722336642415,30/07/2024 10:50:42,1722340242415,1,30/07/2024 12:50:42,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Fixation,Screen 1,s2knah,1,continue,,1960.0000001430508,1950.1000000000004,1960.0000001430508,1960.0000001430508,1950.1000000000004,1960.0000001430508,1,1960.0000001430508,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1722336644472,30/07/2024 10:50:44,1722340244472,1,30/07/2024 12:50:44,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Fixation,Screen 2,61clbh,2,continue,,2066.699999999999,2066.699999999999,2066.699999999999,2066.699999999999,2066.699999999999,2066.699999999999,1,2066.699999999999,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1722336644492,30/07/2024 10:50:44,1722340244492,1,30/07/2024 12:50:44,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Task,Stimuli,f9t134,1,info,audio started,16.69999999999891,0,16.69999999999891,16.69999999999891,0,16.69999999999891,1,16.69999999999891,0,0,,Audio Clip,Audio Clip,1,object-93,Task,3107,,
7,1722336647572,30/07/2024 10:50:47,1722340247572,1,30/07/2024 12:50:47,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Task,Stimuli,f9t134,1,timedOut,,3100.7000001430515,3100.000000000002,3100.7000001430515,3100.7000001430515,3100.000000000002,3100.7000001430515,1,3100.7000001430515,0,0,,Time Limit,screen,0,screen,Task,3107,,
8,1722336667111,30/07/2024 10:51:07,1722340267111,1,30/07/2024 12:51:07,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,Task,Response,6e9b15,2,response,3000,9083.3,19533.199999999997,19539.500000095366,9083.3,19533.199999999997,19539.500000095366,1,9083.3,10456.200000095367,0,,Single Number Entry,Single Number Entry,1,object-79,Task,3107,,
9,1722336673253,30/07/2024 10:51:13,1722340273253,1,30/07/2024 12:51:13,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,1,End,Screen 1,rw9j8x,1,continue,,6148.000000143053,6133.4000000000015,6148.000000143053,6148.000000143053,6133.4000000000015,6148.000000143053,1,6148.000000143053,0,0,,Click To Continue,Continue Button,2,object-97,End,,,
10,1722336673260,30/07/2024 10:51:13,1722340273260,1,30/07/2024 12:51:13,184566,2,task-gofs,,39275205,BLIND,11517931,,complete,,66a8c51f1b9a355fc246ef17,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1920x1080,1920x919,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
1,1722336716853,30/07/2024 10:51:56,1722340316853,1,30/07/2024 12:51:56,184566,2,task-gofs,,39275272,BLIND,11517944,,complete,,66a8c583ad14e5d3800ac087,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.5,1440x900,1440x820,,,0,Fixation+Audio,3,3107ms,,,,,audio,3107ms,,3107ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
