Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Spreadsheet,duarion,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: duration,Manipulation: Spreadsheet,Manipulation: duarion
1,1722336435299,30/07/2024 10:47:15,1722340035299,1,30/07/2024 12:47:15,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1722336440373,30/07/2024 10:47:20,1722340040373,1,30/07/2024 12:47:20,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Instructions,Screen 1,3u35xa,1,continue,,5094.700000011921,5083.299999999999,5094.700000011921,5094.700000011921,5083.299999999999,5094.700000011921,1,5094.700000011921,0,0,,Click To Continue,Continue Button,2,object-101,Instructions,,,
3,1722336441360,30/07/2024 10:47:21,1722340041360,1,30/07/2024 12:47:21,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Fixation,Screen 1,s2knah,1,continue,,998.7000000238422,983.4000000000005,998.7000000238422,998.7000000238422,983.4000000000005,998.7000000238422,1,998.7000000238422,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1722336441360,30/07/2024 10:47:21,1722340041360,1,30/07/2024 12:47:21,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Fixation,Screen 1,s2knah,1,continue,,999.2999999880794,983.4000000000005,999.2999999880794,999.2999999880794,983.4000000000005,999.2999999880794,1,999.2999999880794,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1722336443412,30/07/2024 10:47:23,1722340043412,1,30/07/2024 12:47:23,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Fixation,Screen 2,61clbh,2,continue,,2066.7,2066.7,2066.7,2066.7,2066.7,2066.7,1,2066.7,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1722336443418,30/07/2024 10:47:23,1722340043418,1,30/07/2024 12:47:23,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Task,Stimuli,f9t134,1,info,audio started,6.199999988079071,0,6.199999988079071,6.199999988079071,0,6.199999988079071,1,6.199999988079071,0,0,,Audio Clip,Audio Clip,1,object-93,Task,595,,
7,1722336444012,30/07/2024 10:47:24,1722340044012,1,30/07/2024 12:47:24,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Task,Stimuli,f9t134,1,timedOut,,600.6000000238419,599.8999999999996,600.6000000238419,600.6000000238419,599.8999999999996,600.6000000238419,1,600.6000000238419,0,0,,Time Limit,screen,0,screen,Task,595,,
8,1722336455841,30/07/2024 10:47:35,1722340055841,1,30/07/2024 12:47:35,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,Task,Response,6e9b15,2,response,750,9466.199999999999,11816.699999999999,11829.6,9466.199999999999,11816.699999999999,11829.6,1,9466.199999999999,2363.4000000000015,0,,Single Number Entry,Single Number Entry,1,object-79,Task,595,,
9,1722336459388,30/07/2024 10:47:39,1722340059388,1,30/07/2024 12:47:39,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,1,End,Screen 1,rw9j8x,1,continue,,3559.8000000357642,3549.7000000000007,3559.8000000357642,3559.8000000357642,3549.7000000000007,3559.8000000357642,1,3559.8000000357642,0,0,,Click To Continue,Continue Button,2,object-97,End,,,
10,1722336459390,30/07/2024 10:47:39,1722340059390,1,30/07/2024 12:47:39,184566,2,task-ifcn,,39275120,BLIND,11517913,,complete,,66a8c48bb452240e91d1063f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x779,,,0,Fixation+Audio,3,595ms,audio,,,,,595ms,,595ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
