Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Spreadsheet,duarion,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: duration,Manipulation: Spreadsheet,Manipulation: duarion
5,1719507271896,27/06/2024 16:54:31,1719510871896,1,27/06/2024 18:54:31,161157,9,task-xpu5,,38548821,BLIND,11326385,,complete,,667d9908313c1b9d1df9149a,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x702,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Fixation,Screen 2,61clbh,2,continue,,2064.7999999999993,2064.7999999999993,2064.7999999999993,2064.7999999999993,2064.7999999999993,2064.7999999999993,1,2064.7999999999993,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1719507271907,27/06/2024 16:54:31,1719510871907,1,27/06/2024 18:54:31,161157,9,task-xpu5,,38548821,BLIND,11326385,,complete,,667d9908313c1b9d1df9149a,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x702,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Task,Stimuli,f9t134,1,info,audio started,11.399999988079799,0,11.399999988079799,11.399999988079799,0,11.399999988079799,1,11.399999988079799,0,0,,Audio Clip,Audio Clip,1,object-93,Task,595,,
7,1719507272496,27/06/2024 16:54:32,1719510872496,1,27/06/2024 18:54:32,161157,9,task-xpu5,,38548821,BLIND,11326385,,complete,,667d9908313c1b9d1df9149a,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x702,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Task,Stimuli,f9t134,1,timedOut,,600.6000000059612,599.8000000000011,600.6000000059612,600.6000000059612,599.8000000000011,600.6000000059612,1,600.6000000059612,0,0,,Time Limit,screen,0,screen,Task,595,,
8,1719507281548,27/06/2024 16:54:41,1719510881548,1,27/06/2024 18:54:41,161157,9,task-xpu5,,38548821,BLIND,11326385,,complete,,667d9908313c1b9d1df9149a,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x702,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Task,Response,6e9b15,2,response,200,6377.9,9042.300000000001,9052.9,6377.9,9042.300000000001,9052.9,1,6377.9,2675,0,,Single Number Entry,Single Number Entry,1,object-79,Task,595,,
9,1719507287433,27/06/2024 16:54:47,1719510887433,1,27/06/2024 18:54:47,161157,9,task-xpu5,,38548821,BLIND,11326385,,complete,,667d9908313c1b9d1df9149a,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x702,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,End,Screen 1,rw9j8x,1,continue,,5895.299999999999,5878.5999999999985,5895.299999999999,5895.299999999999,5878.5999999999985,5895.299999999999,1,5895.299999999999,0,0,,Click To Continue,Continue Button,2,object-97,End,,,
10,1719507287438,27/06/2024 16:54:47,1719510887438,1,27/06/2024 18:54:47,161157,9,task-xpu5,,38548821,BLIND,11326385,,complete,,667d9908313c1b9d1df9149a,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x702,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
1,1719507295186,27/06/2024 16:54:55,1719510895186,1,27/06/2024 18:54:55,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1719507297508,27/06/2024 16:54:57,1719510897508,1,27/06/2024 18:54:57,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Instructions,Screen 1,3u35xa,1,continue,,2330.599999997765,2318.5,2330.599999997765,2330.599999997765,2318.5,2330.599999997765,1,2330.599999997765,0,0,,Click To Continue,Continue Button,2,object-101,Instructions,,,
3,1719507299465,27/06/2024 16:54:59,1719510899465,1,27/06/2024 18:54:59,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Fixation,Screen 1,s2knah,1,continue,,1969.5,1968.1999999999998,1969.5,1969.5,1968.1999999999998,1969.5,1,1969.5,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1719507299465,27/06/2024 16:54:59,1719510899465,1,27/06/2024 18:54:59,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Fixation,Screen 1,s2knah,1,continue,,1969.7999999970198,1968.1999999999998,1969.7999999970198,1969.7999999970198,1968.1999999999998,1969.7999999970198,1,1969.7999999970198,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1719507301534,27/06/2024 16:55:01,1719510901534,1,27/06/2024 18:55:01,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Fixation,Screen 2,61clbh,2,continue,,2068.4000000000005,2068.4000000000005,2068.4000000000005,2068.4000000000005,2068.4000000000005,2068.4000000000005,1,2068.4000000000005,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1719507301544,27/06/2024 16:55:01,1719510901544,1,27/06/2024 18:55:01,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Task,Stimuli,f9t134,1,info,audio started,11.599999999254578,0,11.599999999254578,11.599999999254578,0,11.599999999254578,1,11.599999999254578,0,0,,Audio Clip,Audio Clip,1,object-93,Task,595,,
7,1719507302133,27/06/2024 16:55:02,1719510902133,1,27/06/2024 18:55:02,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Task,Stimuli,f9t134,1,timedOut,,600.7999999985095,600.2999999999993,600.7999999985095,600.7999999985095,600.2999999999993,600.7999999985095,1,600.7999999985095,0,0,,Time Limit,screen,0,screen,Task,595,,
8,1719507313857,27/06/2024 16:55:13,1719510913857,1,27/06/2024 18:55:13,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,Task,Response,6e9b15,2,response,900,10892.1,11709.4,11724.89999999702,10892.1,11709.4,11724.89999999702,1,10892.1,832.7999999970198,0,,Single Number Entry,Single Number Entry,1,object-79,Task,595,,
9,1719507317146,27/06/2024 16:55:17,1719510917146,1,27/06/2024 18:55:17,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,1,End,Screen 1,rw9j8x,1,continue,,3304.5999999985106,3302.7000000000007,3304.5999999985106,3304.5999999985106,3302.7000000000007,3304.5999999985106,1,3304.5999999985106,0,0,,Click To Continue,Continue Button,2,object-97,End,,,
10,1719507317152,27/06/2024 16:55:17,1719510917152,1,27/06/2024 18:55:17,161157,9,task-xpu5,,38548885,BLIND,11326401,,complete,,667d9930e6928251885dd1d0,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1920x963,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
1,1719507302800,27/06/2024 16:55:02,1719510902800,1,27/06/2024 18:55:02,161157,9,task-xpu5,,38548900,BLIND,11326399,,complete,,667d9913385f0c43b486668c,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1366x768,1366x599,,,0,Fixation+Audio,6,595ms,,,audio,,,595ms,,595ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
