Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Randomise questionnaire elements?,Question Key,Response
4,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,birth.date-year,34
5,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,sex,Male
6,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,sex-quantised,1
7,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,sex-text,
8,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent1,1
9,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent2,1
10,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent3,1
11,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent4,1
12,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent5,1
13,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent6,1
14,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,Consent7,1
15,1722336820870,30/07/2024 10:53:40,1722336820294,1,30/07/2024 11:53:40,184566,2,questionnaire-i1ko,,39275308,BLIND,11517956,,complete,,66a8c54b4364eca8500cad67,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1271,,,,PIS and Consent Form,2,595ms,visual,,,,,No,END QUESTIONNAIRE,45647
1,1722336793847,30/07/2024 10:53:13,1722336793756,1,30/07/2024 11:53:13,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,BEGIN QUESTIONNAIRE,
2,1722336847045,30/07/2024 10:54:07,1722336846976,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,birth.date-day,2
3,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,birth.date-month,0
4,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,birth.date-year,40
5,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,sex,Female
6,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,sex-quantised,2
7,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,sex-text,
8,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent1,1
9,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent2,1
10,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent3,1
11,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent4,1
12,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent5,1
13,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent6,1
14,1722336847128,30/07/2024 10:54:07,1722336846978,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,Consent7,1
15,1722336847128,30/07/2024 10:54:07,1722336846979,1,30/07/2024 11:54:06,184566,2,questionnaire-i1ko,,39275320,BLIND,11517958,,complete,,66a8c6015466b26e566d4205,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.2.1,1680x1050,1654x882,,,,PIS and Consent Form,2,3107ms,,,,,visual,No,END QUESTIONNAIRE,53223
1,1722336794898,30/07/2024 10:53:14,1722336794814,1,30/07/2024 11:53:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1270x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,BEGIN QUESTIONNAIRE,
2,1722336854913,30/07/2024 10:54:14,1722336854746,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,birth.date-day,26
3,1722336854980,30/07/2024 10:54:14,1722336854747,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,birth.date-month,9
4,1722336854980,30/07/2024 10:54:14,1722336854747,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,birth.date-year,37
5,1722336854980,30/07/2024 10:54:14,1722336854748,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,sex,Female
6,1722336854980,30/07/2024 10:54:14,1722336854748,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,sex-quantised,2
7,1722336854980,30/07/2024 10:54:14,1722336854748,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,sex-text,
8,1722336854980,30/07/2024 10:54:14,1722336854748,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent1,1
9,1722336854980,30/07/2024 10:54:14,1722336854748,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent2,1
10,1722336854980,30/07/2024 10:54:14,1722336854749,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent3,1
11,1722336854980,30/07/2024 10:54:14,1722336854749,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent4,1
12,1722336854980,30/07/2024 10:54:14,1722336854749,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent5,1
13,1722336854980,30/07/2024 10:54:14,1722336854749,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent6,1
14,1722336854980,30/07/2024 10:54:14,1722336854750,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,Consent7,1
15,1722336854980,30/07/2024 10:54:14,1722336854750,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275321,BLIND,11517959,,complete,,66a8c60802ba832e753e7d46,computer,Desktop or Laptop,Windows 10,Edge 126.0.0.0,1280x720,1255x604,,,,PIS and Consent Form,2,1223ms,,audio,,,,No,END QUESTIONNAIRE,59936
1,1722336798487,30/07/2024 10:53:18,1722336804218,1,30/07/2024 11:53:24,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1536x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,BEGIN QUESTIONNAIRE,
2,1722336854538,30/07/2024 10:54:14,1722336860294,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,birth.date-day,7
3,1722336854634,30/07/2024 10:54:14,1722336860296,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,birth.date-month,11
4,1722336854634,30/07/2024 10:54:14,1722336860296,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,birth.date-year,34
5,1722336854634,30/07/2024 10:54:14,1722336860296,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,sex,Female
6,1722336854634,30/07/2024 10:54:14,1722336860297,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,sex-quantised,2
7,1722336854634,30/07/2024 10:54:14,1722336860297,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,sex-text,
8,1722336854634,30/07/2024 10:54:14,1722336860297,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent1,1
9,1722336854634,30/07/2024 10:54:14,1722336860298,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent2,1
10,1722336854634,30/07/2024 10:54:14,1722336860298,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent3,1
11,1722336854634,30/07/2024 10:54:14,1722336860298,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent4,1
12,1722336854634,30/07/2024 10:54:14,1722336860299,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent5,1
13,1722336854634,30/07/2024 10:54:14,1722336860299,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent6,1
14,1722336854634,30/07/2024 10:54:14,1722336860299,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,Consent7,1
15,1722336854634,30/07/2024 10:54:14,1722336860299,1,30/07/2024 11:54:20,184566,2,questionnaire-i1ko,,39275323,BLIND,11517960,,complete,,66a8c60bbddd197e0292e152,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1536x864,1519x695,,,,PIS and Consent Form,2,2479ms,,,,visual,,No,END QUESTIONNAIRE,56081
1,1722336814899,30/07/2024 10:53:34,1722336816403,1,30/07/2024 11:53:36,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2560x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,BEGIN QUESTIONNAIRE,
2,1722336836563,30/07/2024 10:53:56,1722336838107,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,birth.date-day,18
3,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,birth.date-month,3
4,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,birth.date-year,25
5,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,sex,Female
6,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,sex-quantised,2
7,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,sex-text,
8,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent1,1
9,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent2,1
10,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent3,1
11,1722336836735,30/07/2024 10:53:56,1722336838108,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent4,1
12,1722336836735,30/07/2024 10:53:56,1722336838109,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent5,1
13,1722336836735,30/07/2024 10:53:56,1722336838109,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent6,1
14,1722336836735,30/07/2024 10:53:56,1722336838109,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,Consent7,1
15,1722336836735,30/07/2024 10:53:56,1722336838109,1,30/07/2024 11:53:58,184566,2,questionnaire-i1ko,,39275332,BLIND,11517962,,complete,,66a8c62582450aafd1cccac4,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,2560x1440,2543x1305,,,,PIS and Consent Form,2,595ms,audio,,,,,No,END QUESTIONNAIRE,21706
1,1722336829368,30/07/2024 10:53:49,1722336829382,1,30/07/2024 11:53:49,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1920x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,BEGIN QUESTIONNAIRE,
2,1722336854683,30/07/2024 10:54:14,1722336854719,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1903x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,birth.date-day,25
3,1722336854743,30/07/2024 10:54:14,1722336854720,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1903x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,birth.date-month,1
4,1722336854743,30/07/2024 10:54:14,1722336854720,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1903x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,birth.date-year,36
5,1722336854743,30/07/2024 10:54:14,1722336854720,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1903x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,sex,Male
6,1722336854743,30/07/2024 10:54:14,1722336854720,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1903x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,sex-quantised,1
7,1722336854743,30/07/2024 10:54:14,1722336854720,1,30/07/2024 11:54:14,184566,2,questionnaire-i1ko,,39275338,BLIND,11517963,,complete,,66a8c62ea4eeeb008818f098,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1903x927,,,,PIS and Consent Form,2,2479ms,,,,audio,,No,sex-text,
