Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-jxg3,randomiser-4pcx,randomiser-rj4a,randomiser-lhwo,randomiser-2rg1,randomiser-x87o,Spreadsheet,duarion,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: duration,Manipulation: Spreadsheet,Manipulation: duarion
1,1722253170675,29/07/2024 11:39:30,1722256770675,1,29/07/2024 13:39:30,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
2,1722253174805,29/07/2024 11:39:34,1722256774805,1,29/07/2024 13:39:34,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Instructions,Screen 1,3u35xa,1,continue,,4140.656000000745,4127.755999999999,4140.656000000745,4140.656000000745,4127.755999999999,4140.656000000745,1,4140.656000000745,0,0,,Click To Continue,Continue Button,2,object-101,Instructions,,,
3,1722253175851,29/07/2024 11:39:35,1722256775851,1,29/07/2024 13:39:35,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Fixation,Screen 1,s2knah,1,continue,,1059.6000000000004,1050.5,1059.6000000000004,1059.6000000000004,1050.5,1059.6000000000004,1,1059.6000000000004,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
4,1722253175851,29/07/2024 11:39:35,1722256775851,1,29/07/2024 13:39:35,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Fixation,Screen 1,s2knah,1,continue,,1059.9000000007454,1050.5,1059.9000000007454,1059.9000000007454,1050.5,1059.9000000007454,1,1059.9000000007454,0,0,,Space To Continue,Space To Continue,1,object-92,Fixation,,,
5,1722253177922,29/07/2024 11:39:37,1722256777922,1,29/07/2024 13:39:37,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Fixation,Screen 2,61clbh,2,continue,,2079.300000000001,2079.300000000001,2079.300000000001,2079.300000000001,2079.300000000001,2079.300000000001,1,2079.300000000001,0,0,,Fixation Timing,Fixation,1,object-90,Fixation,,,
6,1722253177927,29/07/2024 11:39:37,1722256777927,1,29/07/2024 13:39:37,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Task,Stimuli,f9t134,1,info,audio started,6.4000000014893885,0,6.4000000014893885,6.4000000014893885,0,6.4000000014893885,1,6.4000000014893885,0,0,,Audio Clip,Audio Clip,1,object-93,Task,752,,
7,1722253178677,29/07/2024 11:39:38,1722256778677,1,29/07/2024 13:39:38,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Task,Stimuli,f9t134,1,timedOut,,755.9000000014894,755.0999999999985,755.9000000014894,755.9000000014894,755.0999999999985,755.9000000014894,1,755.9000000014894,0,0,,Time Limit,screen,0,screen,Task,752,,
8,1722253188477,29/07/2024 11:39:48,1722256788477,1,29/07/2024 13:39:48,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,Task,Response,6e9b15,2,response,500,8836.600000000002,9785.100000000002,9800.30000000149,8836.600000000002,9785.100000000002,9800.30000000149,1,8836.600000000002,963.7000000014887,0,,Single Number Entry,Single Number Entry,1,object-79,Task,752,,
9,1722253197002,29/07/2024 11:39:57,1722256797002,1,29/07/2024 13:39:57,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,1,End,Screen 1,rw9j8x,1,continue,,8540.300000002979,8536.399999999998,8540.300000002979,8540.300000002979,8536.399999999998,8540.300000002979,1,8540.300000002979,0,0,,Click To Continue,Continue Button,2,object-97,End,,,
10,1722253197008,29/07/2024 11:39:57,1722256797008,1,29/07/2024 13:39:57,161157,10,task-znge,,39253230,BLIND,11512478,,complete,,66a77f3f9b0020f63b36f3bb,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 126.0.0.0,1440x900,1440x708,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,,,,,,info,END,,,,,,,0,,,,,,,,,,,,
1,1722253157738,29/07/2024 11:39:17,1722256757738,1,29/07/2024 13:39:17,161157,10,task-znge,,39253227,BLIND,11512480,,complete,,66a77f449d364c1f413c77ca,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x1024,1536x890,,,0,Fixation+Audio,6,752ms,,,,audio,,752ms,,752ms,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,
